ic2pm: 2LPTic ingest                         
 Aexpn = 0.58761 Step=  92 Redshift=    0.702 Ngrid= 4096 kNyq=    25.13
   bin  k/Mpch    N          Preal
     1  0.01227 6.0000E+00  7.63985E+03
     7  0.01736 1.2000E+01  1.55191E+04
    11  0.02126 8.0000E+00  1.53268E+04
    15  0.02454 6.0000E+00  9.88142E+03
    17  0.02744 2.4000E+01  1.18603E+04
    19  0.03006 2.4000E+01  9.12292E+03
    22  0.03471 1.2000E+01  6.85892E+03
    23  0.03682 3.0000E+01  6.68821E+03
    25  0.03881 2.4000E+01  8.98664E+03
    26  0.04115 3.2000E+01  5.88243E+03
    27  0.04425 2.4000E+01  8.31626E+03
    28  0.04592 4.8000E+01  7.04043E+03
    30  0.05043 5.4000E+01  8.01513E+03
    31  0.05264 6.0000E+01  8.25062E+03
    32  0.05488 2.4000E+01  4.41522E+03
    33  0.05668 7.2000E+01  4.27566E+03
    34  0.06081 5.4000E+01  5.91844E+03
    35  0.06294 1.0400E+02  4.03573E+03
    36  0.06654 1.2000E+02  4.46429E+03
    37  0.07028 6.0000E+01  4.40268E+03
    38  0.07245 1.2600E+02  4.63481E+03
    39  0.07540 9.6000E+01  4.03160E+03
    40  0.07893 1.9200E+02  4.45875E+03
    41  0.08247 1.4400E+02  3.97351E+03
    42  0.08687 2.1800E+02  3.30793E+03
    43  0.09070 2.6400E+02  3.31622E+03
    44  0.09548 2.6400E+02  3.31578E+03
    45  0.10031 3.6600E+02  2.85367E+03
    46  0.10497 3.0800E+02  2.51184E+03
    47  0.10964 4.1400E+02  2.61053E+03
    48  0.11505 5.5200E+02  2.13857E+03
    49  0.12046 3.9600E+02  2.16518E+03
    50  0.12534 6.6200E+02  2.28102E+03
    51  0.13139 6.9600E+02  2.03325E+03
    52  0.13780 8.5800E+02  1.87522E+03
    53  0.14378 7.9800E+02  1.79235E+03
    54  0.15072 1.2320E+03  1.41757E+03
    55  0.15845 1.2420E+03  1.50369E+03
    56  0.16575 1.4400E+03  1.29941E+03
    57  0.17346 1.4900E+03  1.34301E+03
    58  0.18145 1.9740E+03  1.28158E+03
    59  0.19044 2.3000E+03  1.19695E+03
    60  0.19957 2.3820E+03  1.08886E+03
    61  0.20865 2.7620E+03  1.03521E+03
    62  0.21850 3.3660E+03  9.23425E+02
    63  0.22883 3.6500E+03  8.33346E+02
    64  0.23956 4.3800E+03  7.94255E+02
    65  0.25078 4.7900E+03  7.63939E+02
    66  0.26242 5.6580E+03  7.19254E+02
    67  0.27483 6.4820E+03  6.62695E+02
    68  0.28772 7.4460E+03  6.13747E+02
    69  0.30151 8.7920E+03  5.69736E+02
    70  0.31576 9.6980E+03  5.45338E+02
    71  0.33059 1.1418E+04  5.02860E+02
    72  0.34609 1.2722E+04  4.71252E+02
    73  0.36234 1.4984E+04  4.40260E+02
    74  0.37938 1.6946E+04  4.14087E+02
    75  0.39715 1.9472E+04  3.90853E+02
    76  0.41588 2.2682E+04  3.69943E+02
    77  0.43568 2.6136E+04  3.44828E+02
    78  0.45619 2.9408E+04  3.17101E+02
    79  0.47752 3.3854E+04  3.07206E+02
    80  0.50003 3.9328E+04  2.87936E+02
    81  0.52371 4.5128E+04  2.73007E+02
    82  0.54848 5.1692E+04  2.57657E+02
    83  0.57427 5.8952E+04  2.42033E+02
    84  0.60132 6.8210E+04  2.28859E+02
    85  0.62982 7.8772E+04  2.15620E+02
    86  0.65948 8.8976E+04  2.03838E+02
    87  0.69051 1.0338E+05  1.92644E+02
    88  0.72320 1.1892E+05  1.82702E+02
    89  0.75730 1.3535E+05  1.73022E+02
    90  0.79289 1.5570E+05  1.64075E+02
    91  0.83024 1.7904E+05  1.56645E+02
    92  0.86932 2.0493E+05  1.49293E+02
    93  0.91033 2.3708E+05  1.41113E+02
    94  0.95333 2.7094E+05  1.33028E+02
    95  0.99816 3.0994E+05  1.27477E+02
    96  1.04504 3.5585E+05  1.20906E+02
    97  1.09426 4.1057E+05  1.14968E+02
    98  1.14591 4.7123E+05  1.08599E+02
    99  1.19992 5.3986E+05  1.03498E+02
   100  1.25650 6.2180E+05  9.82124E+01
   101  1.31576 7.1217E+05  9.30697E+01
   102  1.37779 8.1901E+05  8.84479E+01
   103  1.44276 9.3949E+05  8.40083E+01
   104  1.51068 1.0760E+06  7.91221E+01
   105  1.58180 1.2382E+06  7.48554E+01
   106  1.65642 1.4236E+06  7.07303E+01
   107  1.73451 1.6314E+06  6.67876E+01
   108  1.81622 1.8734E+06  6.29960E+01
   109  1.90184 2.1536E+06  5.92673E+01
   110  1.99151 2.4709E+06  5.56921E+01
   111  2.08536 2.8360E+06  5.23493E+01
   112  2.18361 3.2557E+06  4.90114E+01
   113  2.28652 3.7403E+06  4.58727E+01
   114  2.39432 4.2954E+06  4.27090E+01
   115  2.50717 4.9284E+06  3.97376E+01
   116  2.62531 5.6596E+06  3.69525E+01
   117  2.74900 6.4947E+06  3.42670E+01
   118  2.87854 7.4628E+06  3.16790E+01
   119  3.01423 8.5671E+06  2.92036E+01
   120  3.15629 9.8350E+06  2.68765E+01
   121  3.30505 1.1294E+07  2.47281E+01
   122  3.46081 1.2964E+07  2.26537E+01
   123  3.62387 1.4881E+07  2.07035E+01
   124  3.79466 1.7097E+07  1.88896E+01
   125  3.97354 1.9626E+07  1.71905E+01
   126  4.16082 2.2533E+07  1.56134E+01
   127  4.35689 2.5864E+07  1.41520E+01
   128  4.56222 2.9707E+07  1.27959E+01
   129  4.77723 3.4100E+07  1.15371E+01
   130  5.00237 3.9158E+07  1.03798E+01
   131  5.23814 4.4959E+07  9.32287E+00
   132  5.48500 5.1614E+07  8.35008E+00
   133  5.74351 5.9273E+07  7.46547E+00
   134  6.01421 6.8042E+07  6.65800E+00
   135  6.29764 7.8129E+07  5.92199E+00
   136  6.59444 8.9696E+07  5.25770E+00
   137  6.90521 1.0299E+08  4.65226E+00
   138  7.23066 1.1825E+08  4.10706E+00
   139  7.57142 1.3576E+08  3.61525E+00
   140  7.92825 1.5588E+08  3.17510E+00
   141  8.30190 1.7898E+08  2.77820E+00
   142  8.69316 2.0549E+08  2.42387E+00
   143  9.10285 2.3593E+08  2.10709E+00
   144  9.53184 2.7089E+08  1.82492E+00
   145  9.98106 3.1103E+08  1.57468E+00
   146 10.45146 3.5711E+08  1.35292E+00
   147 10.94403 4.1001E+08  1.15740E+00
   148 11.45980 4.7075E+08  9.85392E-01
   149 11.99988 5.4050E+08  8.35034E-01
   150 12.56542 6.2059E+08  7.03909E-01
   151 13.15762 7.1252E+08  5.90184E-01
   152 13.77771 8.1807E+08  4.91834E-01
   153 14.42704 9.3931E+08  4.07351E-01
   154 15.10697 1.0784E+09  3.35167E-01
   155 15.81893 1.2382E+09  2.73873E-01
   156 16.56446 1.4217E+09  2.22124E-01
   157 17.34512 1.6323E+09  1.78799E-01
   158 18.16257 1.8741E+09  1.42810E-01
   159 19.01854 2.1518E+09  1.13175E-01
   160 19.91486 2.4706E+09  8.90168E-02
   161 20.85341 2.8366E+09  6.95624E-02
   162 21.83621 3.2568E+09  5.41108E-02
   163 22.86531 3.7394E+09  4.20635E-02
   164 23.94293 4.2934E+09  3.29150E-02
   165 25.06585 4.8627E+09  2.61042E-02
   166 26.23764 4.9381E+09  2.00013E-02
   167 27.47225 4.8296E+09  1.50318E-02
   168 28.76425 4.6240E+09  1.12306E-02
   169 30.11583 4.2990E+09  8.37495E-03
   170 31.52872 3.8284E+09  6.27315E-03
   171 33.00318 3.1813E+09  4.75348E-03
   172 34.53368 2.3211E+09  3.62038E-03
   173 36.14167 1.3714E+09  2.59267E-03
   174 37.83066 7.5310E+08  1.87740E-03
   175 39.56798 3.4189E+08  1.43489E-03
   176 41.29474 9.2743E+07  1.18924E-03
   177 42.79519 3.5932E+06  1.09017E-03
